iter	Passed	Remaining
143	4667	27748
144	4702	27726
145	4737	27708
146	4768	27669
147	4797	27617
148	4829	27582
149	4865	27569
150	4898	27543
151	4930	27505
152	4961	27466
153	4992	27425
154	5025	27398
155	5057	27360
156	5091	27339
157	5122	27298
158	5187	27435
159	5233	27474
160	5271	27468
161	5306	27447
162	5335	27400
163	5366	27355
164	5398	27317
165	5432	27293
166	5463	27250
167	5494	27209
168	5524	27166
169	5557	27135
170	5569	26999
171	5599	26953
172	5629	26911
173	5660	26873
174	5692	26836
175	5726	26809
176	5759	26780
177	5792	26749
178	5823	26711
179	5854	26668
180	5865	26542
181	5899	26515
182	5929	26471
183	5967	26463
184	6011	26483
185	6043	26450
186	6076	26419
187	6111	26397
188	6145	26371
189	6178	26340
190	6212	26313
191	6229	26216
192	6262	26185
193	6297	26164
194	6330	26133
195	6364	26107
196	6395	26069
197	6414	25980
198	6442	25933
199	6472	25888
200	6502	25846
201	6531	25802
202	6560	25758
203	6594	25730
204	6627	25702
205	6657	25661
206	6690	25632
207	6722	25596
208	6752	25554
209	6784	25524
210	6818	25496
211	6855	25480
212	6889	25453
213	6921	25422
214	6954	25390
215	6986	25359
216	7020	25331
217	7053	25301
218	7089	25281
219	7123	25257
220	7152	25210
221	7181	25166
222	7211	25126
223	7229	25044
224	7257	24998
225	7291	24971
226	7320	24929
227	7350	24888
228	7361	24784
229	7376	24694
230	7407	24660
231	7439	24626
232	7469	24589
233	7506	24570
234	7538	24540
235	7572	24512
236	7601	24473
237	7621	24401
238	7653	24371
239	7683	24329
240	7704	24263
241	7735	24229
242	7764	24186
243	7799	24164
244	7834	24142
245	7866	24112
246	7897	24076
247	7927	24037
248	7959	24007
249	7990	23971
250	8024	23944
251	8047	23886
252	8077	23850
253	8111	23823
254	8123	23732
255	8154	23697
256	8185	23663
257	8218	23636
258	8250	23603
259	8267	23530
260	8302	23506
261	8337	23485
262	8367	23447
263	8397	23409
264	8426	23371
265	8455	23331
266	8483	23290
267	8512	23251
268	8542	23215
269	8576	23187
270	8610	23163
271	8641	23128
272	8675	23102
273	8709	23077
274	8734	23027
275	8764	22990
276	8782	22923
277	8815	22894
278	8844	22856
279	8875	22823
280	8906	22789
281	8942	22767
282	8972	22733
283	8988	22661
284	9017	22623
285	9047	22588
286	9063	22517
287	9094	22484
288	9105	22401
289	9138	22372
290	9166	22334
291	9195	22296
292	9223	22256
293	9250	22214
294	9283	22184
295	9316	22157
296	9346	22124
297	9375	22085
298	9409	22060
299	9438	22022
300	9470	21993
301	9503	21964
302	9531	21926
303	9565	21899
304	9593	21859
305	9621	21822
306	9650	21784
307	9680	21749
308	9702	21697
309	9735	21668
310	9769	21644
311	9795	21601
312	9824	21563
313	9854	21528
314	9884	21493
315	9918	21469
316	9951	21442
317	9983	21411
318	10022	21395
319	10037	21328
320	10069	21300
321	10102	21271
322	10134	21242
323	10175	21230
324	10211	21208
325	10223	21136
326	10257	21110
327	10277	21056
328	10289	20986
329	10317	20948
330	10347	20913
331	10374	20874
332	10405	20841
333	10437	20812
334	10476	20795
335	10515	20780
336	10551	20758
337	10578	20719
338	10607	20682
339	10637	20648
340	10648	20579
341	10659	20507
342	10688	20473
343	10718	20439
344	10745	20401
345	10772	20362
346	10799	20322
347	10829	20289
348	10840	20221
349	10873	20194
350	10909	20171
351	10921	20106
352	10957	20082
353	10988	20053
354	11016	20016
355	11046	19983
356	11075	19948
357	11094	19896
358	11124	19863
359	11139	19803
360	11168	19769
361	11199	19738
362	11231	19709
363	11242	19643
364	11277	19619
365	11307	19586
366	11329	19540
367	11356	19503
368	11386	19471
369	11400	19411
370	11433	19384
371	11464	19354
372	11498	19328
373	11532	19302
374	11566	19277
375	11580	19219
376	11611	19187
377	11644	19161
378	11673	19127
379	11702	19093
380	11735	19065
381	11764	19033
382	11800	19010
383	11834	18984
384	11866	18955
385	11898	18926
386	11932	18900
387	11963	18870
388	11994	18839
389	12017	18796
390	12046	18762
391	12077	18732
392	12111	18706
393	12145	18680
394	12177	18652
395	12211	18625
396	12247	18602
397	12278	18571
398	12308	18539
399	12338	18507
400	12367	18473
401	12397	18442
402	12428	18410
403	12460	18382
404	12494	18355
405	12510	18302
406	12520	18243
407	12549	18208
408	12577	18173
409	12606	18140
410	12638	18111
411	12667	18078
412	12715	18072
413	12752	18050
414	12780	18015
415	12802	17973
416	12837	17947
417	12870	17920
418	12908	17899
419	12921	17843
420	12936	17791
421	12963	17756
422	12993	17724
423	13023	17691
424	13052	17658
425	13081	17626
426	13110	17593
427	13141	17563
428	13170	17529
429	13201	17499
430	13228	17464
431	13258	17432
432	13287	17399
433	13314	17364
434	13343	17330
435	13373	17299
436	13404	17269
437	13433	17236
438	13468	17211
439	13505	17189
440	13534	17156
441	13564	17124
442	13591	17089
443	13620	17055
444	13650	17024
445	13670	16981
446	13705	16955
447	13737	16926
448	13767	16894
449	13796	16862
450	13829	16835
451	13859	16802
452	13890	16772
453	13921	16742
454	13951	16710
455	13984	16682
456	14015	16652
457	14048	16624
458	14080	16596
459	14112	16566
460	14141	16534
461	14170	16501
462	14203	16473
463	14236	16445
464	14257	16403
465	14289	16374
466	14320	16343
467	14349	16311
468	14382	16283
469	14414	16254
470	14448	16227
471	14480	16198
472	14508	16164
473	14524	16118
474	14559	16091
475	14592	16064
476	14626	16036
477	14657	16006
478	14692	15980
479	14725	15952
480	14760	15926
481	14779	15882
482	14810	15853
483	14843	15824
484	14878	15798
485	14912	15772
486	14945	15742
487	14994	15732
488	15038	15715
489	15076	15691
490	15109	15663
491	15134	15626
492	15167	15598
493	15200	15569
494	15235	15542
495	15272	15518
496	15307	15492
497	15343	15466
498	15379	15440
499	15412	15412
500	15445	15384
501	15475	15352
502	15505	15320
503	15536	15289
504	15554	15246
505	15588	15218
506	15625	15194
507	15662	15169
508	15704	15148
509	15735	15118
510	15770	15091
511	15807	15066
512	15843	15040
513	15862	14998
514	15899	14973
515	15935	14947
516	15968	14918
517	15999	14887
518	16030	14856
519	16060	14824
520	16089	14792
521	16119	14760
522	16148	14728
523	16183	14700
524	16213	14669
525	16247	14640
526	16281	14613
527	16320	14589
528	16350	14558
529	16380	14525
530	16408	14492
531	16437	14460
532	16460	14421
533	16495	14395
534	16529	14366
535	16540	14318
536	16574	14290
537	16606	14261
538	16637	14229
539	16665	14196
540	16699	14168
541	16732	14139
542	16766	14111
543	16800	14082
544	16837	14056
545	16874	14030
546	16909	14003
547	16920	13956
548	16951	13925
549	16981	13894
550	17010	13861
551	17043	13832
552	17077	13803
553	17110	13775
554	17144	13746
555	17178	13718
556	17211	13688
557	17243	13659
558	17279	13631
559	17312	13602
560	17344	13572
561	17379	13545
562	17414	13517
563	17450	13489
564	17481	13459
565	17512	13428
566	17546	13399
567	17577	13368
568	17598	13330
569	17633	13302
570	17666	13273
571	17699	13243
572	17732	13214
573	17766	13185
574	17797	13154
575	17828	13124
576	17861	13094
577	17891	13062
578	17928	13036
579	17962	13006
580	17994	12977
581	18027	12947
582	18056	12914
583	18089	12885
584	18121	12855
585	18152	12824
586	18187	12796
587	18223	12768
588	18256	12738
589	18287	12708
590	18322	12680
591	18354	12649
592	18390	12622
593	18422	12592
594	18455	12561
595	18486	12530
596	18529	12508
597	18560	12476
598	18594	12448
599	18626	12417
600	18659	12388
601	18691	12357
602	18723	12327
603	18753	12295
604	18782	12263
605	18811	12230
606	18846	12201
607	18879	12172
608	18911	12141
609	18943	12111
610	18954	12067
611	18985	12036
612	19015	12005
613	19043	11971
614	19077	11942
615	19111	11913
616	19146	11884
617	19175	11852
618	19209	11823
619	19242	11793
620	19275	11763
621	19310	11735
622	19347	11708
623	19380	11678
624	19410	11646
625	19442	11615
626	19473	11584
627	19503	11552
628	19532	11520
629	19560	11487
630	19589	11455
631	19618	11423
632	19648	11391
633	19654	11346
634	19683	11314
635	19716	11284
636	19739	11248
637	19771	11218
638	19798	11185
639	19826	11152
640	19856	11120
641	19884	11088
642	19912	11055
643	19942	11023
644	19974	10993
645	20004	10962
646	20035	10931
647	20062	10898
648	20091	10865
649	20120	10834
650	20148	10801
651	20177	10769
652	20207	10738
653	20236	10706
654	20267	10675
655	20295	10642
656	20327	10612
657	20359	10582
658	20391	10551
659	20427	10523
660	20462	10494
661	20493	10463
662	20527	10433
663	20562	10405
664	20597	10376
665	20623	10342
666	20657	10313
667	20687	10281
668	20714	10249
669	20744	10217
670	20772	10185
671	20805	10155
672	20838	10124
673	20872	10095
674	20903	10064
675	20934	10033
676	20964	10002
677	20995	9971
678	21005	9930
679	21033	9898
680	21062	9866
681	21091	9834
682	21120	9802
683	21151	9771
684	21181	9740
685	21216	9711
686	21247	9680
687	21276	9648
688	21305	9616
689	21333	9584
690	21361	9552
691	21395	9522
692	21431	9494
693	21464	9464
694	21496	9433
695	21528	9403
696	21560	9372
697	21589	9340
698	21619	9309
699	21648	9278
700	21684	9248
701	21717	9218
702	21749	9188
703	21781	9158
704	21813	9127
705	21842	9095
706	21873	9064
707	21900	9032
708	21929	9000
709	21960	8969
710	21991	8938
711	22022	8907
712	22055	8877
713	22086	8846
714	22123	8818
715	22157	8788
716	22194	8760
717	22228	8730
718	22263	8701
719	22298	8671
720	22333	8642
721	22368	8612
722	22389	8577
723	22423	8548
724	22456	8518
725	22470	8480
726	22495	8447
727	22529	8417
728	22562	8387
729	22596	8357
730	22630	8327
731	22642	8289
732	22675	8259
733	22708	8229
734	22738	8198
735	22767	8166
736	22807	8138
737	22841	8109
738	22875	8079
739	22913	8050
740	22950	8021
741	22983	7991
742	23015	7961
743	23047	7930
744	23079	7899
745	23108	7868
746	23138	7836
747	23169	7805
748	23202	7775
749	23235	7745
750	23263	7713
751	23290	7680
752	23320	7649
753	23353	7619
754	23387	7589
755	23421	7559
756	23456	7529
757	23487	7498
758	23521	7468
759	23553	7438
760	23587	7407
761	23618	7376
762	23646	7345
763	23675	7313
764	23710	7283
765	23742	7252
766	23772	7221
767	23804	7190
768	23834	7159
769	23866	7128
770	23900	7098
771	23932	7068
772	23962	7036
773	23995	7006
774	24027	6975
775	24059	6945
776	24090	6913
777	24118	6882
778	24146	6850
779	24175	6818
780	24207	6788
781	24240	6757
782	24270	6726
783	24306	6696
784	24347	6668
785	24379	6637
786	24409	6606
787	24442	6576
788	24479	6546
789	24514	6516
790	24550	6486
791	24583	6456
792	24618	6426
793	24650	6395
794	24683	6364
795	24721	6335
796	24755	6305
797	24786	6274
798	24812	6241
799	24848	6212
800	24882	6181
801	24920	6152
802	24956	6122
803	24990	6092
804	25020	6060
805	25053	6030
806	25085	5999
807	25121	5969
808	25156	5939
809	25189	5908
810	25225	5878
811	25259	5848
812	25293	5817
813	25330	5788
814	25365	5757
815	25400	5727
816	25433	5696
817	25468	5666
818	25502	5636
819	25536	5605
820	25572	5575
821	25610	5545
822	25644	5515
823	25675	5484
824	25706	5452
825	25740	5422
826	25774	5391
827	25812	5362
828	25848	5331
829	25882	5301
830	25916	5270
831	25948	5239
832	25980	5208
833	26010	5177
834	26045	5146
835	26076	5115
836	26105	5083
837	26134	5052
838	26167	5021
839	26204	4991
840	26238	4960
841	26277	4930
842	26311	4900
843	26345	4869
844	26377	4838
845	26411	4807
846	26444	4776
847	26481	4746
848	26517	4716
849	26553	4685
850	26586	4654
851	26620	4624
852	26656	4593
853	26694	4563
854	26729	4533
855	26764	4502
856	26799	4471
857	26833	4440
858	26865	4409
859	26896	4378
860	26928	4347
861	26961	4316
862	26993	4285
863	27029	4254
864	27063	4223
865	27097	4192
866	27130	4161
867	27161	4130
868	27193	4099
869	27228	4068
870	27263	4037
871	27300	4007
872	27336	3976
873	27372	3946
874	27405	3915
875	27444	3884
876	27479	3854
877	27516	3823
878	27552	3792
879	27587	3761
880	27620	3730
881	27656	3700
882	27689	3668
883	27719	3637
884	27753	3606
885	27788	3575
886	27824	3544
887	27854	3513
888	27891	3482
889	27918	3450
890	27946	3418
891	27978	3387
892	28008	3356
893	28040	3324
894	28070	3293
895	28104	3262
896	28141	3231
897	28175	3200
898	28208	3169
899	28241	3137
900	28272	3106
901	28306	3075
902	28336	3043
903	28367	3012
904	28400	2981
905	28436	2950
906	28469	2919
907	28500	2887
908	28533	2856
909	28563	2824
910	28595	2793
911	28626	2762
912	28655	2730
913	28687	2699
914	28716	2667
915	28746	2636
916	28776	2604
917	28807	2573
918	28837	2541
919	28869	2510
920	28897	2478
921	28927	2447
922	28957	2415
923	28989	2384
924	29019	2352
925	29049	2321
926	29078	2289
927	29105	2258
928	29133	2226
929	29160	2194
930	29190	2163
931	29224	2132
932	29258	2101
933	29290	2069
934	29321	2038
935	29352	2006
936	29383	1975
937	29412	1944
938	29442	1912
939	29472	1881
940	29501	1849
941	29532	1818
942	29564	1787
943	29592	1755
944	29622	1724
945	29652	1692
946	29692	1661
947	29719	1630
948	29748	1598
949	29778	1567
950	29810	1535
951	29839	1504
952	29865	1472
953	29894	1441
954	29925	1410
955	29955	1378
956	29985	1347
957	30015	1315
958	30046	1284
959	30075	1253
960	30104	1221
961	30136	1190
962	30172	1159
963	30205	1127
964	30238	1096
965	30265	1065
966	30293	1033
967	30322	1002
968	30353	971
969	30386	939
970	30418	908
971	30451	877
972	30484	845
973	30513	814
974	30539	783
975	30568	751
976	30595	720
977	30626	688
978	30658	657
979	30687	626
980	30716	594
981	30748	563
982	30780	532
983	30814	501
984	30845	469
985	30876	438
986	30906	407
987	30960	376
988	30987	344
989	31018	313
990	31047	281
991	31081	250
992	31113	219
993	31145	188
994	31178	156
995	31214	125
996	31252	94
997	31285	62
998	31318	31
999	31354	0
