iter	CrossEntropy
136	0.3578303809
137	0.3566055587
138	0.3536325555
139	0.3502984687
140	0.3502986365
141	0.3502983233
142	0.3497230508
143	0.3492407756
144	0.3492408405
145	0.3492404696
146	0.3465210361
147	0.3465209216
148	0.3455066632
149	0.3455067877
150	0.3455068505
151	0.3455068919
152	0.3430521314
153	0.3430522309
154	0.3430519881
155	0.3415696977
156	0.3391608608
157	0.3391608366
158	0.3391609088
159	0.3391608529
160	0.3391608741
161	0.3391606745
162	0.3391609406
163	0.3391608766
164	0.3370033829
165	0.3350912747
166	0.3350911941
167	0.3350911075
168	0.3343610716
169	0.3343610111
170	0.3343609903
171	0.3343609281
172	0.3343608661
173	0.3343607811
174	0.3343609666
175	0.3320492966
176	0.3320492762
177	0.3320493162
178	0.3320492541
179	0.3313345987
180	0.3312530512
181	0.3312529686
182	0.3312530099
183	0.3290608045
184	0.3269462437
185	0.325279566
186	0.3252779884
187	0.3252147036
188	0.3235426175
189	0.3216772091
190	0.3215037723
191	0.3215004492
192	0.321498159
193	0.3213154977
194	0.3195325509
195	0.3180102037
196	0.3177413989
197	0.3177401994
198	0.3177391983
199	0.3177385949
200	0.3177380115
201	0.3174038184
202	0.3170575618
203	0.3170567198
204	0.3170566464
205	0.3161078806
206	0.3161077318
207	0.3156119567
208	0.3156120353
209	0.3156119087
210	0.31539743
211	0.3152070893
212	0.3148678937
213	0.3148675588
214	0.3136031797
215	0.3136024965
216	0.3134671829
217	0.3131749119
218	0.3127364051
219	0.3127365302
220	0.3103848542
221	0.3103848639
222	0.3103849064
223	0.3100282979
224	0.3100280342
225	0.3100281801
226	0.3100281383
227	0.3096663261
228	0.3088835404
229	0.3088834446
230	0.3085213645
231	0.3065708244
232	0.3065705942
233	0.3065706567
234	0.3060511086
235	0.3049973519
236	0.3044161279
237	0.3044162529
238	0.302850643
239	0.3028506185
240	0.3026368345
241	0.3026369187
242	0.3021474002
243	0.3021472093
244	0.3016039993
245	0.3016038847
246	0.3016038856
247	0.3016032566
248	0.3016025715
249	0.3008083888
250	0.3000376161
251	0.3000374932
252	0.3000376348
253	0.3000376173
254	0.2997361302
255	0.2997361301
256	0.2982953803
257	0.2982580046
258	0.2982579431
259	0.2982579939
260	0.2982579625
261	0.2982580544
262	0.2976681943
263	0.2976675648
264	0.2976674375
265	0.2976673943
266	0.2976672723
267	0.296231173
268	0.2961590779
269	0.2961580396
270	0.296157925
271	0.2961569639
272	0.2961569115
273	0.2961569119
274	0.2961560954
275	0.2961555264
276	0.2960164098
277	0.2952996889
278	0.2949966505
279	0.2949967338
280	0.2949960096
281	0.2949961135
282	0.2944776072
283	0.2944772731
284	0.2930076835
285	0.2927370863
286	0.2924986617
287	0.2924972355
288	0.2907417036
289	0.2907396804
290	0.2907383946
291	0.2905034696
292	0.2905023173
293	0.2905024009
294	0.2904425329
295	0.2904424708
296	0.2902961833
297	0.2902956697
298	0.2902956258
299	0.2896696923
300	0.2896697781
301	0.2894960615
302	0.2894958963
303	0.2894448407
304	0.2894449042
305	0.2891944209
306	0.2891492287
307	0.2891094333
308	0.2891092644
309	0.287947779
310	0.2879476542
311	0.2879475091
312	0.2879476132
313	0.2879475716
314	0.2876523016
315	0.2873970735
316	0.2873969247
317	0.2871815957
318	0.2871816162
319	0.2871815834
320	0.286081648
321	0.2860504015
322	0.2860505277
323	0.2860503617
324	0.2860503497
325	0.2860504745
326	0.2860504226
327	0.2858503857
328	0.2858503238
329	0.2851471507
330	0.2851469847
331	0.2851468814
332	0.2851467775
333	0.2851468607
334	0.2851469441
335	0.285146702
336	0.2835798302
337	0.2835797972
338	0.2835796315
339	0.2835797569
340	0.2834014445
341	0.2834013909
342	0.2834013709
343	0.2834014961
344	0.2834014143
345	0.2832405571
346	0.2832404952
347	0.2832131615
348	0.2829899107
349	0.2829897871
350	0.2828463469
351	0.2828464591
352	0.28284619
353	0.2828464191
354	0.2828464275
355	0.2826918165
356	0.2822991631
357	0.2822741391
358	0.2822524537
359	0.2822522229
360	0.2821261659
361	0.2821262283
362	0.2821250997
363	0.2813727402
364	0.2813710529
365	0.2813710199
366	0.2812126228
367	0.2812127158
368	0.2812125159
369	0.2812124538
370	0.281065659
371	0.2810639283
372	0.28106393
373	0.2801593941
374	0.2801457297
375	0.2801456266
376	0.2801456057
377	0.2801453334
378	0.2794425216
379	0.2794423656
380	0.2794419494
381	0.2794413434
382	0.2793242379
383	0.2793238209
384	0.2788659943
385	0.2788380869
386	0.2788377756
387	0.2788377511
388	0.2788375225
389	0.2788377307
390	0.2787461332
391	0.2787461223
392	0.2787461447
393	0.2787461239
394	0.2786357046
395	0.2782121929
396	0.2782117961
397	0.278211793
398	0.2777139749
399	0.2775002569
400	0.2768596301
401	0.2768593782
402	0.2768589234
403	0.2768588066
404	0.2762710874
405	0.2762704423
406	0.276212766
407	0.2762129542
408	0.2761622618
409	0.276162312
410	0.2761620398
411	0.2761618536
412	0.2761618337
413	0.2761618137
414	0.2761617268
415	0.276161581
416	0.2761614992
417	0.2761615412
418	0.2761613309
419	0.2761158937
420	0.2761157669
421	0.2761156654
422	0.2761155618
423	0.27611552
424	0.2761156449
425	0.2761157281
426	0.2761156109
427	0.2753986968
428	0.2753986148
429	0.2753984308
430	0.2753985345
431	0.2753982841
432	0.2753982806
433	0.2753982598
434	0.2753982369
435	0.2750958792
436	0.2750957761
437	0.2748860546
438	0.2748859924
439	0.2747817695
440	0.2747523087
441	0.274296089
442	0.2741685334
443	0.2741685976
444	0.2740491558
445	0.2737122591
446	0.2736951231
447	0.2736952272
448	0.2736951441
449	0.2735358611
450	0.2735357239
451	0.2735356617
452	0.2734262033
453	0.2734262664
454	0.2733830621
455	0.2730734604
456	0.2730734195
457	0.273073379
458	0.2729726244
459	0.2728884064
460	0.2728884686
461	0.2728883656
462	0.2728884079
463	0.2728885125
464	0.2728884798
465	0.2726255885
466	0.272217781
467	0.2715326025
468	0.2714938829
469	0.2714938207
470	0.2714939048
471	0.2714937181
472	0.2714938438
473	0.2714938238
474	0.2714870979
475	0.2714870358
476	0.2709523441
477	0.270952331
478	0.2709524141
479	0.270952456
480	0.2708514656
481	0.2707063219
482	0.2706801056
483	0.2706801139
484	0.2706800931
485	0.2706800931
486	0.2706800307
487	0.2706799894
488	0.2706800102
489	0.2706800725
490	0.2705248835
491	0.2703065804
492	0.2703066505
493	0.2703064854
494	0.2703065704
495	0.2703066623
496	0.270306464
497	0.2699768894
498	0.2699768576
499	0.2698200106
500	0.2698198551
501	0.2692484189
502	0.2689522207
503	0.2689514305
504	0.2687556876
505	0.2687553755
506	0.2673927846
507	0.2673926978
508	0.2673916776
509	0.2673908315
510	0.2669844426
511	0.2669842315
512	0.2667142972
513	0.2667077763
514	0.2667076261
515	0.2667076899
516	0.2667066082
517	0.2666483624
518	0.2663493069
519	0.2663485166
520	0.266348171
521	0.2663471518
522	0.2663470767
523	0.2663416173
524	0.2663415631
525	0.2662808789
526	0.2662805872
527	0.2662319932
528	0.2662313584
529	0.2662314416
530	0.266100708
531	0.2661000949
532	0.2655522806
533	0.265551893
534	0.265505384
535	0.2655054671
536	0.2655055092
537	0.2655055087
538	0.2655053926
539	0.2655055255
540	0.26549557
541	0.2654955085
542	0.2651196183
543	0.2651194087
544	0.2650338944
545	0.2650338321
546	0.2650338737
547	0.2649813358
548	0.2649494314
549	0.2649494524
550	0.2648729245
551	0.2648728985
552	0.2648727538
553	0.2647015534
554	0.2647016784
555	0.2646954353
556	0.2646253195
557	0.2646253083
558	0.2646252679
559	0.2646252266
560	0.2646252908
561	0.2643410243
562	0.2643409831
563	0.2642009002
564	0.2642010739
565	0.2635968229
566	0.2635041361
567	0.2635042898
568	0.2635041659
569	0.2635041036
570	0.2630446949
571	0.2630446122
572	0.2630445707
573	0.2630446122
574	0.2630446122
575	0.2630445707
576	0.2629459534
577	0.2628530563
578	0.2628529965
579	0.2628529216
580	0.2628529629
581	0.2628530049
582	0.2628470031
583	0.2628469325
584	0.2628455071
585	0.2628168475
586	0.2628166813
587	0.2628167645
588	0.2628167314
589	0.2628168146
590	0.2628167316
591	0.262816781
592	0.2628168441
593	0.2628167824
594	0.262816741
595	0.2628167828
596	0.2628167415
597	0.2625942898
598	0.2625943736
599	0.2625942171
600	0.2623111441
601	0.2622580133
602	0.2622580026
603	0.2622512839
604	0.262235496
605	0.2622355661
606	0.262235474
607	0.262235317
608	0.2622354213
609	0.2622351927
610	0.2621518518
611	0.2621518607
612	0.262151614	0.3157737096
615	0.3157734959
616	0.3153595163
617	0.3152889034
618	0.3150843006
619	0.3147358062
620	0.3147310339
621	0.3140825529
622	0.3140825744
623	0.3140825975
624	0.3140826401
625	0.314082683
626	0.314082603
627	0.3140824781
628	0.3138743722
629	0.313874393
630	0.3138744568
631	0.3138744581
632	0.313872283
633	0.3138083078
634	0.3138082463
635	0.3138082928
636	0.3137481941
637	0.3137483642
638	0.3137422932
639	0.312845717
640	0.3128458156
641	0.3127111081
642	0.31641	0.2593775915
642	0.2593776123
643	0.2593777248
644	0.2593775791
645	0.2588424994
646	0.2588424787
647	0.258842375
648	0.2588425219
649	0.2588423303
650	0.2586657354
651	0.2585942493
652	0.2585943353
653	0.2585945022
654	0.2656	0.312493832
657	0.3124113314
658	0.3124113119
659	0.312411374
660	0.3124112497
661	0.3121758815
662	0.3118093219
663	0.311809343
664	0.311565015
665	0.3115650557
666	0.3115650736
667	0.3115650111
668	0.3115650095
669	0.3115649057
670	0.3115650485
671	0.3114794846
672	0.3113945971
673	0.3113945981
674	0.311350317
675	0.3113502545
676	0.3113504637
677	0.3113503599
678	0.3113502776
679	0.3113442424
680	0.3112960226
681	0.3104220351
682	0.3104118829
683	0.3104119916
684	0.3104119532
685	0.3104118992
686	0.3101256108
687	0.310125485
688	0.310125525
689	0.3101254407
690	0.3101257104
691	0.3101256687
692	0.3101195476
693	0.3101195886
694	0.3101195886
695	0.3101196299
696	0.3101195863
697	0.3101195027
698	0.3101195027
699	0.3098929904
700	0.3098928229
701	0.3098928863
702	0.3098374389
703	0.3098374812
704	0.3098376288
705	0.3098375683
706	0.3098362409
707	0.3098363662
708	0.309836346
709	0.3098362009
710	0.3098362862
711	0.3098362032
712	0.3098362875
713	0.3098362888
714	0.3096416426
715	0.3095740257
716	0.3095741503
717	0.3095739642
718	0.3095739233
719	0.3095740059
720	0.3095740072
721	0.3095738214
722	0.3095739252
723	0.3095336253
724	0.3095336455
725	0.3095335645
726	0.309533731
727	0.309533586
728	0.3095336279
729	0.3093771996
730	0.309308295
731	0.3093084206
732	0.3093085042
733	0.3093084625
734	0.3093084245
735	0.3093085078
736	0.3089068401
737	0.3089065496
738	0.3086949732
739	0.3086894629
740	0.3086893035
741	0.3086892631
742	0.308637836
743	0.3086326096
744	0.3086323614
745	0.3086323826
746	0.3086276721
747	0.3085579758
748	0.3085579547
749	0.3084984518
750	0.3083321352
751	0.3083321362
752	0.3083321564
753	0.3083323043
754	0.3081614838
755	0.3080882776
756	0.3080886113
757	0.3078467228
758	0.3077797717
759	0.307779586
760	0.3077795867
761	0.3077760839
762	0.3074250618
763	0.3068742707
764	0.3068743305
765	0.3068741841
766	0.3066790263
767	0.306583547
768	0.3065833782
769	0.3059513595
770	0.3058730434
771	0.3058731452
772	0.3058729764
773	0.3056176597
774	0.3056176389
775	0.3056175133
776	0.3055897345
777	0.3055821249
778	0.3052985886
779	0.3052985008
780	0.3052986237
781	0.3052130191
782	0.3052128731
783	0.3051530583
784	0.3049272105
785	0.3049270372
786	0.3049263779
787	0.3049265232
788	0.3049264595
789	0.3049264592
790	0.3049264562
791	0.3049264114
792	0.3049264123
793	0.3049263886
794	0.3049263037
795	0.3049264491
796	0.3049039405
797	0.3048206179
798	0.3048205324
799	0.3048205109
800	0.3042605118
801	0.3042604699
802	0.3042028253
803	0.3042029716
804	0.304169879
805	0.3041698598
806	0.3041698594
807	0.3041062573
808	0.3041039671
809	0.304104053
810	0.3039252628
811	0.3039252634
812	0.3037993329
813	0.3037992158
814	0.3037608639
815	0.303703193
816	0.3037032977
817	0.3036392116
818	0.3036392548
819	0.303639192
820	0.3036050377
821	0.3033717576
822	0.3033715924
823	0.3033715534
824	0.3033716594
825	0.3033575462
826	0.3033576291
827	0.3033574633
828	0.3033575468
829	0.3031731319
830	0.3031712635
831	0.3027842812
832	0.302784115
833	0.3024860446
834	0.3023116068
835	0.3022852194
836	0.3022849761
837	0.3022850184
838	0.3021428888
839	0.3021429512
840	0.3021427443
841	0.3018629603
842	0.3016820325
843	0.3016821405
844	0.3016814486
845	0.3016812635
846	0.3015340907
847	0.3015341534
848	0.3015341577
849	0.3015341801
850	0.3015340965
851	0.3015252031
852	0.3015251687
853	0.3014823278
854	0.3014824329
855	0.3014823311
856	0.3014821694
857	0.3014822956
858	0.3014822553
859	0.3014822149
860	0.3014309748
861	0.3014291943
862	0.3014292424
863	0.3013557217
864	0.3012945554
865	0.3011674933
866	0.3011610391
867	0.301160936
868	0.3011109416
869	0.3011108391
870	0.301110923
871	0.3011109042
872	0.301110883
873	0.3011108827
874	0.3010686481
875	0.301068548
876	0.300923972
877	0.3009240354
878	0.3009240845
879	0.3008341753
880	0.3008317921
881	0.3008317307
882	0.3008317736
883	0.3004287763
884	0.3004288384
885	0.3004287785
886	0.3004288212
887	0.3002926643
888	0.3002927284
889	0.3002926864
890	0.3002926451
891	0.2998090239
892	0.2998089826
893	0.2998050131
894	0.2997787116
895	0.2997220678
896	0.2996837137
897	0.2996838194
898	0.2996817474
899	0.2995685002
900	0.2995683763
901	0.2995682517
902	0.2994758933
903	0.299475813
904	0.2994477863
905	0.2993289341
906	0.2993289364
907	0.2993280657
908	0.2992468999
909	0.2992468176
910	0.2992466924
911	0.2992467548
912	0.2992467353
913	0.2992467561
914	0.2992465278
915	0.2992466124
916	0.2991314162
917	0.2991313551
918	0.2990054739
919	0.299005349
920	0.2990054739
921	0.2990054326
922	0.2990054326
923	0.2989785684
924	0.2983005766
925	0.2983005967
926	0.2983006406
927	0.2983005372
928	0.2982955083
929	0.2982954257
930	0.2981295348
931	0.2980877332
932	0.2980875683
933	0.2980228371
934	0.2980228384
935	0.2980229428
936	0.2980127712
937	0.2977909879
938	0.2977910953
939	0.2977909284
940	0.2977909912
941	0.2977908464
942	0.297790972
943	0.2977434792
944	0.2977434795
945	0.2976277723
946	0.2976276923
947	0.2976276305
948	0.297517124
949	0.297517125
950	0.2975169998
951	0.2975100004
952	0.2975100843
953	0.2975100011
954	0.2975099399
955	0.2974875708
956	0.2974874463
957	0.2974875308
958	0.2974874882
959	0.2974790564
960	0.2974790157
961	0.2974790372
962	0.2974296774
963	0.2968927825
964	0.2968926576
965	0.2968925747
966	0.2968471981
967	0.296504612
968	0.2964466682
969	0.2963970661
970	0.2963970244
971	0.2963970878
972	0.2963970667
973	0.2963970677
974	0.2963361529
975	0.2962163288
976	0.2961831688
977	0.2961832134
978	0.2961298437
979	0.2961298239
980	0.2961297832
981	0.2961295946
982	0.2960466129
983	0.2960465709
984	0.2958468994
985	0.2958470646
986	0.2958249519
987	0.2958249708
988	0.2957925949
989	0.2957927189
990	0.295792675
991	0.2957926717
992	0.2957471217
993	0.295747205
994	0.2957470762
995	0.29530191
996	0.2953018693
997	0.2953020768
998	0.295237159
999	0.2952370543
1000	0.2952289041
1001	0.2952289448
1002	0.2952288606
1003	0.2952288596
1004	0.2952289217
1005	0.2951672471
1006	0.2951672881
1007	0.2950936909
1008	0.2950418252
1009	0.2950418246
1010	0.2950419072
1011	0.2950418639
1012	0.2950418415
1013	0.2950186378
1014	0.2950187624
1015	0.2950186999
1016	0.2948808667
1017	0.2948348939
1018	0.2948348727
1019	0.2948349134
1020	0.2947240247
1021	0.2947240029
1022	0.2946742723
1023	0.2946744177
1024	0.2946123348
1025	0.294421746
1026	0.2943999666
1027	0.2943998834
1028	0.2943999035
1029	0.2944000483
1030	0.2943578306
1031	0.2943578511
1032	0.2943404245
1033	0.294340592
1034	0.2943406339
1035	0.2943405724
1036	0.2942287824
1037	0.2942288465
1038	0.2942287844
1039	0.2942100397
1040	0.2940615209
1041	0.2940614389
1042	0.2940613345
1043	0.2940613973
1044	0.2928116126
1045	0.2926276651
1046	0.2926275828
1047	0.2926275828
1048	0.2921042826
1049	0.2921042608
1050	0.2921043646
1051	0.2921042394
1052	0.2921041356
1053	0.2921041145
1054	0.2921041356
1055	0.2921042807
1056	0.2920881827
1057	0.2917850522
1058	0.2917851566
1059	0.2917851358
1060	0.2917852421
1061	0.2917660206
1062	0.2908364741
1063	0.2908364949
1064	0.2908364764
1065	0.2908363938
1066	0.2905165697
1067	0.2903999401
1068	0.2898759211
1069	0.2898758798
1070	0.2898756518
1071	0.2898758599
1072	0.2898253119
1073	0.2888294655
1074	0.2888291962
1075	0.2888273968
1076	0.2888272934
1077	0.2881802478
1078	0.2881802693
1079	0.2875729889
1080	0.2875730936
1081	0.2875714169
1082	0.2875712923
1083	0.2875402371
1084	0.2875399905
1085	0.2870189005
1086	0.2870189031
1087	0.2870189249
1088	0.28701903
1089	0.287018906
1090	0.287018906
1091	0.2870188225
1092	0.2870189285
1093	0.2870188885
1094	0.2870187662
1095	0.2870187672
1096	0.2870188716
1097	0.2870188309
1098	0.2869672112
1099	0.2868296427
1100	0.2865332308
1101	0.2865216277
1102	0.2865216488
1103	0.2863092071
1104	0.2863091047
1105	0.2862950607
1106	0.2862624514
1107	0.2860001301
1108	0.2857543781
1109	0.2856948568
1110	0.2856947748
1111	0.2856389546
1112	0.2856282375
1113	0.2856283217
1114	0.285367377
1115	0.2853644415
1116	0.2853643585
1117	0.2853643592
1118	0.2853387775
1119	0.2853369095
1120	0.2853369118
1121	0.2852862792
1122	0.2852863417
1123	0.2852743261
1124	0.2852744926
1125	0.2852743895
1126	0.2852453974
1127	0.2850192618
1128	0.2849712778
1129	0.2849376533
1130	0.2849376133
1131	0.2849376777
1132	0.2849377197
1133	0.2849376582
1134	0.2849375746
1135	0.2849376163
1136	0.2849375753
1137	0.2849375961
1138	0.28492309
1139	0.2849231729
1140	0.2849203135
1141	0.2849205002
1142	0.2849203529
1143	0.28478972
1144	0.2847898859
1145	0.284789906
1146	0.2847897375
1147	0.2847897779
1148	0.284734239
1149	0.2847342394
1150	0.28473428
1151	0.2847342384
1152	0.2847343207
1153	0.2846514369
1154	0.284651269
1155	0.2846513923
1156	0.284651433
1157	0.2846515136
1158	0.2846514909
1159	0.2846513663
1160	0.2846513647
1161	0.284560748
1162	0.2845605597
1163	0.2845606222
1164	0.2845607054
1165	0.2845605363
1166	0.2845607028
1167	0.2845155308
1168	0.2845153649
1169	0.2845154888
1170	0.2843008884
1171	0.2843008881
1172	0.2843009089
1173	0.2843008464
1174	0.2839723212
1175	0.2839720087
1176	0.2839528714
1177	0.2839527459
1178	0.2839338142
1179	0.2838806244
1180	0.2838804348
1181	0.283880518
1182	0.2838719727
1183	0.2838502122
1184	0.2838347488
1185	0.2838344763
1186	0.2838284969
1187	0.2838271207
1188	0.2837815893
1189	0.283741251
1190	0.2837025761
1191	0.2837025784
1192	0.2837026614
1193	0.2837027033
1194	0.2837027245
1195	0.2837026627
1196	0.2837026002
1197	0.2836895799
1198	0.2834876585
1199	0.2834732819
1200	0.2834732822
1201	0.2834733271
1202	0.2834733479
1203	0.2834733271
1204	0.2834734104
1205	0.2834732458
1206	0.2834732669
1207	0.283473413
1208	0.2834735805
1209	0.283473289
1210	0.283473332
1211	0.2834733342
1212	0.2834730441
1213	0.2834731703
1214	0.283473129
1215	0.2834733791
1216	0.2834332724
1217	0.2834137446
1218	0.2834135767
1219	0.2834135351
1220	0.2834135592
1221	0.283413621
1222	0.2833498279
1223	0.2833498269
1224	0.2830841567
1225	0.2830843249
1226	0.2830840751
1227	0.2830841597
1228	0.2830834398
1229	0.2830835895
1230	0.28308357
1231	0.2827757615
1232	0.2824785774
1233	0.2824640593
1234	0.2824402747
1235	0.2823991457
1236	0.2823990221
1237	0.282399064
1238	0.2823544859
1239	0.282354362
1240	0.2820564146
1241	0.2820148296
1242	0.2819889864
1243	0.281989069
1244	0.28189778
1245	0.2818976145
1246	0.2818805098
1247	0.2818738546
1248	0.2814339977
1249	0.2814329227
1250	0.2814328827
1251	0.2814080172
1252	0.2814082046
1253	0.2813671601
1254	0.2813671195
1255	0.2813672876
1256	0.2812513521
1257	0.2812512695
1258	0.281251288
1259	0.28125133
1260	0.2811729397
1261	0.2811729827
1262	0.2811107206
1263	0.2811107424
1264	0.2811105365
1265	0.2811104129
1266	0.2811105814
1267	0.2811106234
1268	0.2811106029
1269	0.2811107486
1270	0.281110666
1271	0.2811104171
1272	0.2811104796
1273	0.2811106465
1274	0.2811106048
1275	0.2811105843
1276	0.2807506364
1277	0.2807504906
1278	0.2807431458
1279	0.2807428346
1280	0.2807428996
1281	0.2807028352
1282	0.2807028583
1283	0.280702333
1284	0.2804530545
1285	0.2804530766
1286	0.2804157815
1287	0.2804012175
1288	0.2804008181
1289	0.2802043033
1290	0.280204262
1291	0.2802043657
1292	0.2802041589
1293	0.2802043254
1294	0.2801504717
1295	0.2801504509
1296	0.2801504506
1297	0.2801502105
1298	0.2801502115
1299	0.2796753012
1300	0.2796721963
1301	0.2796405055
1302	0.2795246496
1303	0.2792466243
1304	0.2791909176
1305	0.279190837
1306	0.2790307966
1307	0.2790307355
1308	0.2790205257
1309	0.2790204021
1310	0.2786884243
1311	0.2786709882
1312	0.2786709901
1313	0.2786709927
1314	0.2786403132
1315	0.2786403141
1316	0.2786401922
1317	0.2786401336
1318	0.2786401746
1319	0.2786400949
1320	0.2786401167
1321	0.2785366749
1322	0.2785366548
1323	0.2785366128
1324	0.2785366128
1325	0.2785366128
1326	0.2785224267
1327	0.2785224303
1328	0.2784474553
1329	0.2784476036
1330	0.2783698762
1331	0.2783239825
1332	0.2783239408
1333	0.2777946795
1334	0.2777946808
1335	0.2777930181
1336	0.2777828272
1337	0.2777829538
1338	0.277782997
1339	0.2777827892
1340	0.2777476213
1341	0.277747539
1342	0.27774754
1343	0.2777476239
1344	0.2775837019
1345	0.2775838053
1346	0.2774857636
1347	0.2771501258
1348	0.2771479849
1349	0.2771079797
1350	0.2770616286
1351	0.2770616302
1352	0.2769997435
1353	0.2769997442
1354	0.2769996827
1355	0.2769997884
1356	0.2769995389
1357	0.2763917758
1358	0.2763917781
1359	0.2763676926
1360	0.2763679216
1361	0.2763609925
1362	0.2763403415
1363	0.2762845246
1364	0.2762844413
1365	0.2762846078
1366	0.2762726316
1367	0.2762725282
1368	0.2762725496
1369	0.2762725711
1370	0.2762416704
1371	0.2762417962
1372	0.2760291818
1373	0.2760294307
1374	0.2759931995
1375	0.2759932418
1376	0.2759931179
1377	0.2759747086
1378	0.2759747492
1379	0.2759414988
1380	0.2759039783
1381	0.2759038937
1382	0.2757802302
1383	0.2757781024
1384	0.2752164392
1385	0.275108367
1386	0.275108409
1387	0.2751083673
1388	0.2750608944
1389	0.2750611026
1390	0.2750187363
1391	0.2750169684
1392	0.2750154501
1393	0.2749217711
1394	0.2745568066
1395	0.2745568489
1396	0.2745568687
1397	0.2745568473
1398	0.2745568677
1399	0.2745083536
1400	0.2745083741
1401	0.2744979627
1402	0.2744980454
1403	0.2744980245
1404	0.2744980041
1405	0.2744980245
1406	0.2744979192
1407	0.2744314313
1408	0.2744313679
1409	0.2744313259
1410	0.2744169242
1411	0.2744169665
1412	0.274386753
1413	0.2743867328
1414	0.2743868164
1415	0.2743867953
1416	0.2743868363
1417	0.2743382135
1418	0.2743381501
1419	0.2743382535
1420	0.2743308651
1421	0.2743308651
1422	0.2743308424
1423	0.2743308635
1424	0.2743308632
1425	0.2743308638
1426	0.2743148342
1427	0.2742890186
1428	0.2742755842
1429	0.2742440951
1430	0.2742442408
1431	0.274234439
1432	0.2742344367
1433	0.2742343541
1434	0.2740459205
1435	0.2740458362
1436	0.2740457946
1437	0.2740386098
1438	0.2740386303
1439	0.2740000225
1440	0.2739997733
1441	0.2739997749
1442	0.2739999005
1443	0.2739997564
1444	0.2739990847
1445	0.2739992314
1446	0.273999169
1447	0.2739991491
1448	0.2739990662
1449	0.2739314304
1450	0.2739312018
1451	0.273887338
1452	0.2738871311
1453	0.2738872375
1454	0.2738872375
1455	0.2738872583
1456	0.2738872179
1457	0.2738754411
1458	0.2738755439
1459	0.2738362673
1460	0.2738361414
1461	0.2738361417
1462	0.273836184
1463	0.2738361427
1464	0.2738361847
1465	0.2738362465
1466	0.2738343931
1467	0.272917069
1468	0.2729170856
1469	0.272916855
1470	0.2729167922
1471	0.2729169987
1472	0.2729168507
1473	0.2729066186
1474	0.2729064462
1475	0.272906401
1476	0.2729064599
1477	0.2729065633
1478	0.272906479
1479	0.2729063942
1480	0.2729064156
1481	0.27289713
1482	0.2728971687
1483	0.2728971475
1484	0.2728971677
1485	0.2728971469
1486	0.2727839781
1487	0.2727839576
1488	0.2727839755
1489	0.2727840786
1490	0.2727840158
1491	0.2727820073
1492	0.2724259475
1493	0.2724259261
1494	0.272426009
1495	0.2723994118
1496	0.2723994535
1497	0.2723984644
1498	0.2723985883
1499	0.2723985034
1500	0.2723985427
1501	0.2723626801
1502	0.2723626583
1503	0.2723626788
1504	0.2723626762
1505	0.2723625711
1506	0.2723625272
1507	0.272362631
1508	0.2723624212
1509	0.2723625445
1510	0.2723625656
1511	0.272276034
