iter	Passed	Remaining
232	7103	23384
233	7134	23355
234	7145	23260
235	7173	23222
236	7201	23184
237	7231	23154
238	7261	23122
239	7294	23099
240	7326	23074
241	7358	23047
242	7388	23017
243	7419	22987
244	7447	22950
245	7475	22913
246	7506	22885
247	7537	22856
248	7568	22826
249	7599	22798
250	7632	22774
251	7665	22752
252	7703	22743
253	7730	22704
254	7762	22679
255	7800	22669
256	7836	22656
257	7872	22640
258	7909	22628
259	7945	22613
260	7980	22594
261	8010	22563
262	8043	22541
263	8063	22479
264	8096	22456
265	8129	22433
266	8165	22416
267	8199	22396
268	8232	22371
269	8268	22354
270	8286	22291
271	8321	22271
272	8352	22243
273	8383	22212
274	8411	22176
275	8439	22138
276	8469	22106
277	8508	22098
278	8548	22091
279	8585	22076
280	8619	22054
281	8655	22038
282	8689	22016
283	8722	21990
284	8749	21950
285	8779	21918
286	8808	21883
287	8838	21850
288	8865	21811
289	8896	21780
290	8929	21755
291	8958	21722
292	8990	21693
293	9018	21656
294	9048	21624
295	9079	21593
296	9110	21565
297	9140	21532
298	9174	21510
299	9188	21439
300	9221	21415
301	9254	21389
302	9284	21356
303	9314	21325
304	9353	21313
305	9388	21293
306	9419	21263
307	9450	21233
308	9484	21210
309	9516	21182
310	9527	21107
311	9558	21078
312	9579	21025
313	9607	20989
314	9634	20951
315	9663	20917
316	9697	20892
317	9714	20835
318	9747	20808
319	9777	20777
320	9809	20749
321	9839	20717
322	9871	20689
323	9889	20632
324	9912	20586
325	9946	20563
326	9975	20530
327	10003	20495
328	10032	20462
329	10048	20402
330	10079	20372
331	10091	20304
332	10122	20274
333	10145	20230
334	10175	20198
335	10186	20130
336	10216	20099
337	10247	20071
338	10273	20031
339	10303	20001
340	10332	19967
341	10368	19949
342	10390	19901
343	10420	19872
344	10432	19807
345	10460	19771
346	10494	19749
347	10530	19729
348	10568	19714
349	10593	19673
350	10626	19647
351	10657	19619
352	10691	19595
353	10718	19560
354	10749	19531
355	10781	19503
356	10815	19480
357	10845	19449
358	10877	19421
359	10907	19390
360	10937	19360
361	10951	19300
362	10980	19268
363	11009	19236
364	11040	19207
365	11071	19178
366	11098	19143
367	11127	19109
368	11155	19076
369	11184	19043
370	11211	19007
371	11241	18977
372	11276	18955
373	11308	18928
374	11341	18902
375	11373	18875
376	11402	18842
377	11434	18815
378	11468	18791
379	11506	18774
380	11536	18743
381	11560	18702
382	11591	18673
383	11622	18644
384	11634	18584
385	11665	18555
386	11696	18527
387	11708	18468
388	11738	18438
389	11767	18406
390	11798	18376
391	11818	18330
392	11852	18306
393	11880	18273
394	11912	18245
395	11944	18219
396	11977	18192
397	12012	18168
398	12034	18127
399	12067	18100
400	12100	18075
401	12132	18048
402	12163	18019
403	12181	17970
404	12217	17948
405	12246	17917
406	12278	17890
407	12311	17863
408	12355	17853
409	12390	17830
410	12422	17802
411	12433	17744
412	12461	17712
413	12481	17666
414	12513	17639
415	12545	17611
416	12576	17582
417	12596	17539
418	12627	17509
419	12657	17479
420	12686	17447
421	12711	17410
422	12740	17379
423	12758	17332
424	12775	17284
425	12805	17254
426	12837	17226
427	12867	17196
428	12898	17167
429	12927	17135
430	12960	17109
431	12989	17078
432	13022	17053
433	13052	17022
434	13085	16995
435	13116	16966
436	13146	16937
437	13177	16908
438	13208	16878
439	13240	16851
440	13252	16798
441	13282	16767
442	13313	16740
443	13346	16712
444	13377	16684
445	13410	16658
446	13443	16630
447	13474	16602
448	13505	16573
449	13538	16546
450	13562	16508
451	13594	16481
452	13626	16454
453	13658	16426
454	13687	16394
455	13699	16342
456	13729	16313
457	13758	16281
458	13770	16230
459	13802	16203
460	13834	16174
461	13866	16147
462	13898	16119
463	13932	16094
464	13964	16066
465	13997	16039
466	14028	16010
467	14066	15989
468	14103	15967
469	14143	15948
470	14176	15922
471	14208	15894
472	14255	15883
473	14290	15858
474	14324	15831
475	14362	15810
476	14396	15784
477	14428	15756
478	14461	15729
479	14490	15697
480	14525	15673
481	14562	15650
482	14597	15624
483	14635	15602
484	14671	15578
485	14710	15557
486	14737	15524
487	14774	15500
488	14808	15474
489	14844	15450
490	14878	15424
491	14910	15395
492	14950	15374
493	14996	15360
494	15013	15316
495	15047	15290
496	15083	15265
497	15095	15216
498	15130	15191
499	15160	15160
500	15195	15135
501	15229	15108
502	15266	15084
503	15304	15061
504	15340	15036
505	15378	15013
506	15422	14996
507	15461	14974
508	15498	14950
509	15538	14929
510	15578	14908
511	15599	14868
512	15637	14844
513	15671	14817
514	15719	14803
515	15753	14776
516	15790	14751
517	15824	14724
518	15857	14696
519	15888	14666
520	15921	14637
521	15954	14609
522	15986	14580
523	16023	14555
524	16057	14528
525	16075	14486
526	16105	14454
527	16138	14426
528	16170	14397
529	16204	14370
530	16238	14342
531	16258	14302
532	16293	14275
533	16328	14249
534	16364	14223
535	16398	14195
536	16429	14165
537	16459	14134
538	16490	14103
539	16520	14072
540	16533	14027
541	16567	14000
542	16599	13970
543	16634	13943
544	16672	13918
545	16705	13890
546	16740	13863
547	16777	13838
548	16813	13812
549	16845	13782
550	16877	13753
551	16914	13727
552	16946	13697
553	16967	13659
554	17000	13631
555	17034	13603
556	17065	13572
557	17097	13543
558	17129	13513
559	17160	13483
560	17194	13455
561	17227	13426
562	17259	13396
563	17293	13368
564	17324	13338
565	17375	13323
566	17412	13297
567	17442	13266
568	17476	13237
569	17508	13208
570	17542	13179
571	17579	13154
572	17613	13125
573	17630	13084
574	17661	13054
575	17696	13026
576	17730	12998
577	17761	12967
578	17774	12924
579	17809	12896
580	17845	12869
581	17858	12826
582	17893	12798
583	17929	12771
584	17965	12744
585	18000	12717
586	18015	12675
587	18047	12645
588	18059	12601
589	18094	12574
590	18114	12536
591	18148	12507
592	18180	12477
593	18193	12435
594	18224	12405
595	18254	12373
596	18271	12333
597	18301	12302
598	18336	12275
599	18369	12246
600	18400	12215
601	18432	12186
602	18457	12151
603	18486	12120
604	18519	12090
605	18532	12049
606	18564	12019
607	18593	11987
608	18623	11957
609	18655	11927
610	18687	11897
611	18714	11864
612	18748	11836
613	18781	11807
614	18813	11777
615	18843	11746
616	18876	11717
617	18909	11688
618	18943	11659
619	18956	11618
620	18987	11588
621	19017	11557
622	19047	11526
623	19077	11495
624	19108	11465
625	19143	11437
626	19157	11396
627	19187	11365
628	19215	11333
629	19244	11302
630	19273	11271
631	19302	11239
632	19332	11208
633	19344	11167
634	19376	11137
635	19404	11105
636	19436	11076
637	19466	11045
638	19497	11015
639	19527	10983
640	19559	10954
641	19590	10924
642	19626	10896
643	19657	10866
644	19690	10837
645	19725	10809
646	19759	10780
647	19795	10753
648	19832	10726
649	19864	10696
650	19900	10668
651	19933	10639
652	19966	10610
653	20000	10581
654	20034	10552
655	20067	10523
656	20079	10482
657	20110	10452
658	20138	10420
659	20168	10389
660	20197	10358
661	20230	10328
662	20260	10298
663	20289	10267
664	20320	10236
665	20351	10206
666	20384	10177
667	20415	10146
668	20441	10113
669	20476	10085
670	20487	10045
671	20516	10014
672	20545	9982
673	20577	9952
674	20608	9922
675	20639	9892
676	20671	9862
677	20708	9835
678	20741	9805
679	20776	9777
680	20807	9747
681	20838	9716
682	20872	9687
683	20904	9657
684	20916	9618
685	20949	9589
686	20980	9558
687	21011	9528
688	21043	9498
689	21073	9467
690	21103	9437
691	21137	9408
692	21168	9377
693	21201	9348
694	21233	9318
695	21265	9288
696	21300	9259
697	21336	9231
698	21368	9201
699	21400	9171
700	21433	9142
701	21468	9113
702	21497	9082
703	21512	9044
704	21542	9014
705	21571	8983
706	21608	8955
707	21639	8924
708	21674	8896
709	21709	8867
710	21730	8832
711	21765	8803
712	21797	8773
713	21832	8745
714	21864	8715
715	21896	8685
716	21928	8655
717	21949	8620
718	21980	8590
719	22014	8561
720	22049	8532
721	22081	8502
722	22115	8473
723	22142	8441
724	22172	8410
725	22203	8379
726	22235	8349
727	22265	8318
728	22294	8287
729	22325	8257
730	22357	8227
731	22392	8198
732	22423	8168
733	22457	8138
734	22489	8108
735	22525	8079
736	22560	8050
737	22593	8020
738	22605	7983
739	22622	7948
740	22654	7918
741	22687	7888
742	22720	7858
743	22753	7829
744	22784	7798
745	22815	7768
746	22849	7738
747	22880	7708
748	22911	7678
749	22941	7647
750	22957	7611
751	22993	7582
752	23029	7554
753	23060	7523
754	23091	7493
755	23125	7463
756	23158	7434
757	23193	7404
758	23231	7376
759	23264	7346
760	23300	7317
761	23336	7288
762	23369	7258
763	23403	7229
764	23435	7199
765	23469	7169
766	23500	7138
767	23528	7107
768	23560	7077
769	23589	7046
770	23619	7015
771	23651	6985
772	23685	6955
773	23719	6925
774	23751	6895
775	23782	6865
776	23811	6833
777	23842	6803
778	23875	6773
779	23905	6742
780	23940	6713
781	23971	6682
782	23984	6647
783	24017	6617
784	24049	6586
785	24080	6556
786	24115	6526
787	24146	6496
788	24175	6465
789	24206	6434
790	24241	6405
791	24271	6374
792	24300	6343
793	24331	6312
794	24361	6281
795	24390	6250
796	24418	6219
797	24447	6188
798	24475	6157
799	24503	6125
800	24533	6095
801	24565	6064
802	24595	6034
803	24629	6004
804	24660	5973
805	24694	5943
806	24728	5914
807	24762	5884
808	24797	5854
809	24832	5824
810	24864	5794
811	24899	5764
812	24937	5735
813	24967	5705
814	25005	5676
815	25039	5646
816	25073	5616
817	25104	5585
818	25135	5554
819	25166	5524
820	25196	5493
821	25227	5462
822	25264	5433
823	25294	5402
824	25323	5371
825	25352	5340
826	25384	5310
827	25415	5279
828	25443	5248
829	25473	5217
830	25503	5186
831	25533	5155
832	25566	5125
833	25600	5095
834	25632	5065
835	25662	5034
836	25693	5003
837	25724	4972
838	25752	4941
839	25780	4910
840	25811	4879
841	25841	4849
842	25878	4819
843	25906	4788
844	25938	4757
845	25973	4727
846	26002	4697
847	26034	4666
848	26068	4636
849	26109	4607
850	26143	4577
851	26171	4546
852	26200	4515
853	26231	4484
854	26258	4453
855	26287	4422
856	26314	4390
857	26342	4359
858	26373	4329
859	26406	4298
860	26436	4267
861	26468	4237
862	26497	4206
863	26526	4175
864	26556	4144
865	26585	4113
866	26618	4083
867	26649	4052
868	26682	4022
869	26714	3991
870	26746	3961
871	26779	3930
872	26810	3900
873	26838	3869
874	26870	3838
875	26901	3808
876	26932	3777
877	26967	3747
878	27000	3716
879	27029	3685
880	27060	3655
881	27094	3624
882	27124	3594
883	27161	3564
884	27192	3533
885	27223	3502
886	27254	3472
887	27281	3440
888	27310	3409
889	27337	3378
890	27365	3347
891	27395	3316
892	27430	3286
893	27467	3256
894	27501	3226
895	27532	3195
896	27565	3165
897	27596	3134
898	27626	3103
899	27656	3072
900	27684	3041
901	27714	3011
902	27745	2980
903	27778	2949
904	27809	2919
905	27842	2888
906	27875	2858
907	27905	2827
908	27937	2796
909	27968	2766
910	28000	2735
911	28031	2704
912	28060	2673
913	28091	2643
914	28117	2612
915	28145	2581
916	28176	2550
917	28205	2519
918	28236	2488
919	28274	2458
920	28308	2428
921	28340	2397
922	28369	2366
923	28401	2336
924	28434	2305
925	28468	2275
926	28499	2244
927	28534	2213
928	28567	2183
929	28604	2153
930	28638	2122
931	28672	2092
932	28703	2061
933	28735	2030
934	28767	1999
935	28795	1968
936	28829	1938
937	28863	1907
938	28894	1877
939	28926	1846
940	28961	1815
941	28994	1785
942	29028	1754
943	29061	1724
944	29101	1693
945	29137	1663
946	29173	1632
947	29206	1602
948	29242	1571
949	29276	1540
950	29309	1510
951	29343	1479
952	29375	1448
953	29410	1418
954	29446	1387
955	29482	1356
956	29513	1326
957	29542	1295
958	29577	1264
959	29609	1233
960	29644	1203
961	29675	1172
962	29708	1141
963	29740	1110
964	29774	1079
965	29808	1049
966	29837	1018
967	29873	987
968	29909	956
969	29951	926
970	29987	895
971	30022	864
972	30056	834
973	30090	803
974	30121	772
975	30156	741
976	30209	711
977	30247	680
978	30283	649
979	30317	618
980	30355	587
981	30390	557
982	30425	526
983	30461	495
984	30498	464
985	30533	433
986	30569	402
987	30604	371
988	30639	340
989	30672	309
990	30709	278
991	30745	247
992	30783	217
993	30818	186
994	30863	155
995	30901	124
996	30944	93
997	30980	62
998	31017	31
999	31054	0
